2433282.500000000, A.D. 1950-Jan-01 00:00:00.0000,  9.666110677169295E-01,  8.953796787785684E+07,  1.622447702690890E+02,  5.869955027151786E+01,  1.118026821213448E+02,  2.446487697542086E+06,  1.503042968045561E-07,  1.885134587850559E+02,  1.805645939340702E+02,  2.681666101771554E+09,  5.273794235665252E+09,  2.395141108095637E+09,
2433292.500000000, A.D. 1950-Jan-11 00:00:00.0000,  9.666135978209408E-01,  8.953094473461546E+07,  1.622437017742493E+02,  5.870806123985886E+01,  1.118110844287607E+02,  2.446487962532523E+06,  1.503048967627764E-07,  1.886391964493662E+02,  1.805729257458297E+02,  2.681658965660326E+09,  5.273786986586037E+09,  2.395131547631357E+09,
2433302.500000000, A.D. 1950-Jan-21 00:00:00.0000,  9.666153493934418E-01,  8.952605207815953E+07,  1.622427575368709E+02,  5.871557596892930E+01,  1.118185113201995E+02,  2.446488213981828E+06,  1.503053891907396E-07,  1.887652334767849E+02,  1.805812846110738E+02,  2.681653108586756E+09,  5.273780165095353E+09,  2.395123700742060E+09,
2433312.500000000, A.D. 1950-Jan-31 00:00:00.0000,  9.666161677131199E-01,  8.952370214404464E+07,  1.622418474223290E+02,  5.872281312566867E+01,  1.118256672167761E+02,  2.446488476321027E+06,  1.503057807661092E-07,  1.888912447239410E+02,  1.805896506810492E+02,  2.681648451104488E+09,  5.273773200064932E+09,  2.395117460985722E+09,
2433322.500000000, A.D. 1950-Feb-10 00:00:00.0000,  9.666163978380816E-01,  8.952295012506068E+07,  1.622409218486557E+02,  5.873016716458267E+01,  1.118329387209948E+02,  2.446488754462765E+06,  1.503061205164639E-07,  1.890171103653422E+02,  1.805980131234575E+02,  2.681644410056560E+09,  5.273765869988058E+09,  2.395112047087711E+09,
2433332.500000000, A.D. 1950-Feb-20 00:00:00.0000,  9.666162148046075E-01,  8.952331765156579E+07,  1.622399684772220E+02,  5.873773578059899E+01,  1.118404222159884E+02,  2.446489048551537E+06,  1.503064310508755E-07,  1.891428026922048E+02,  1.806063686663232E+02,  2.681640716521293E+09,  5.273758115391020E+09,  2.395107098765107E+09,
2433342.500000000, A.D. 1950-Mar-02 00:00:00.0000,  9.666157336966151E-01,  8.952448947832559E+07,  1.622389737827422E+02,  5.874562578542346E+01,  1.118482229792211E+02,  2.446489360087196E+06,  1.503067290598865E-07,  1.892682831933147E+02,  1.806147138063742E+02,  2.681637171976672E+09,  5.273749854475019E+09,  2.395102350052243E+09,
2433352.500000000, A.D. 1950-Mar-12 00:00:00.0000,  9.666151048005533E-01,  8.952605422287384E+07,  1.622379206634554E+02,  5.875397199735516E+01,  1.118564735187439E+02,  2.446489690389253E+06,  1.503070356128725E-07,  1.893935107851390E+02,  1.806230444621817E+02,  2.681633525821506E+09,  5.273740997420137E+09,  2.395097465212528E+09,
2433362.500000000, A.D. 1950-Mar-22 00:00:00.0000,  9.666145504922083E-01,  8.952740449393718E+07,  1.622367934819280E+02,  5.876289720133465E+01,  1.118652943433252E+02,  2.446490038674116E+06,  1.503073785626711E-07,  1.895184640725294E+02,  1.806313570646956E+02,  2.681629446775681E+09,  5.273731489057424E+09,  2.395092000422966E+09,
2433372.500000000, A.D. 1950-Apr-01 00:00:00.0000,  9.666143603183928E-01,  8.952775208214644E+07,  1.622355948700689E+02,  5.877237926027657E+01,  1.118746639211753E+02,  2.446490398472313E+06,  1.503077875093229E-07,  1.896431936130513E+02,  1.806396520359068E+02,  2.681624582783384E+09,  5.273721413484621E+09,  2.395085484028370E+09,
2433382.500000000, A.D. 1950-Apr-11 00:00:00.0000,  9.666145496739668E-01,  8.952706035854293E+07,  1.622343761010378E+02,  5.878201173068343E+01,  1.118841844981990E+02,  2.446490758158947E+06,  1.503082507450023E-07,  1.897678637983909E+02,  1.806479400137770E+02,  2.681619073106581E+09,  5.273711085854618E+09,  2.395078102603558E+09,
2433392.500000000, A.D. 1950-Apr-21 00:00:00.0000,  9.666146509187756E-01,  8.952660290898983E+07,  1.622331429798442E+02,  5.879174838428837E+01,  1.118938106752378E+02,  2.446491125884947E+06,  1.503087190376233E-07,  1.898924246277582E+02,  1.806562223637714E+02,  2.681613503311809E+09,  5.273700403714627E+09,  2.395070640645201E+09,
